Temperature,ADC_Value,Voltage,Time,FSM_State_Index,Heater_Currently_On
159190,2470,1990,233128,6,1
159237,2469,1989,233398,6,1
159332,2467,1988,233668,6,1
159190,2470,1990,233938,6,1
159284,2468,1988,234208,6,1
159143,2471,1991,234478,6,1
159332,2467,1988,234748,6,1
159426,2465,1986,235018,6,1
159426,2465,1986,235288,6,1
159379,2466,1987,235558,6,1
159568,2462,1984,235828,6,1
159615,2461,1983,236098,6,1
159662,2460,1982,236368,6,1
159757,2458,1980,236638,6,1
159521,2463,1984,236908,6,1
159899,2455,1978,237178,6,1
159662,2460,1982,237448,6,1
159851,2456,1979,237718,6,1
159804,2457,1980,237988,6,1
159899,2455,1978,238258,6,1
159993,2453,1976,238528,6,1
159946,2454,1977,238798,6,1
160135,2450,1974,239068,6,1
160182,2449,1973,239338,6,1
160324,2446,1971,239608,6,1
160324,2446,1971,239878,6,1
160560,2441,1967,240148,6,1
160324,2446,1971,240418,6,1
160513,2442,1967,240688,6,1
160655,2439,1965,240958,6,1
160655,2439,1965,241228,6,1
160750,2437,1963,241498,6,1
160844,2435,1962,241768,6,1
160844,2435,1962,242038,6,1
160891,2434,1961,242308,6,1
160986,2432,1959,242578,6,1
161080,2430,1958,242848,6,1
161128,2429,1957,243118,6,1
161128,2429,1957,243388,6,1
161222,2427,1955,243658,6,1
161317,2425,1954,243928,6,1
161506,2421,1950,244198,6,1
161601,2419,1949,244468,6,1
161648,2418,1948,244738,6,1
161695,2417,1947,245008,6,1
161695,2417,1947,245278,6,1
161743,2416,1946,245548,6,1
161412,2423,1952,245818,6,1
161979,2411,1942,246088,6,1
162074,2409,1941,246358,6,1
161932,2412,1943,246628,6,1
162168,2407,1939,246898,6,1
162168,2407,1939,247168,6,1
162642,2397,1931,247438,6,1
162500,2400,1934,247708,6,1
162689,2396,1930,247978,6,1
162594,2398,1932,248248,6,1
162784,2394,1929,248518,6,1
162831,2393,1928,248788,6,1
162879,2392,1927,249058,6,1
162973,2390,1926,249328,6,1
163068,2388,1924,249598,6,1
163257,2384,1921,249868,6,1
163257,2384,1921,250138,6,1
163352,2382,1919,250408,6,1
163494,2379,1917,250678,6,1
163589,2377,1915,250948,6,1
163731,2374,1913,251218,6,1
163731,2374,1913,251488,6,1
163873,2371,1910,251758,6,1
163873,2371,1910,252028,6,1
163968,2369,1909,252298,6,1
163921,2370,1909,252568,6,1
164253,2363,1904,252838,6,1
164443,2359,1901,253108,6,1
164348,2361,1902,253378,6,1
164490,2358,1900,253648,6,1
164443,2359,1901,253918,6,1
164585,2356,1898,254188,6,1
164822,2351,1894,254458,6,1
164917,2349,1892,254728,6,1
164775,2352,1895,254998,6,1
165012,2347,1891,255268,6,1
165202,2343,1888,255538,6,1
165250,2342,1887,255808,6,1
165297,2341,1886,256078,6,1
165487,2337,1883,256348,6,1
165392,2339,1884,256618,6,1
165772,2331,1878,256888,6,1
166010,2326,1874,257158,6,1
165962,2327,1875,257428,6,1
166058,2325,1873,257698,6,1
165962,2327,1875,257968,6,1
166200,2322,1871,258238,6,1
166343,2319,1868,258508,6,1
166438,2317,1867,258778,6,1
166343,2319,1868,259048,6,1
166676,2312,1863,259318,6,1
166771,2310,1861,259588,6,1
166724,2311,1862,259858,6,1
166962,2306,1858,260128,6,1
167153,2302,1855,260398,6,1
167153,2302,1855,260668,6,1
167296,2299,1852,260938,6,1
167534,2294,1848,261208,6,1
167534,2294,1848,261478,6,1
167772,2289,1844,261748,6,1
167820,2288,1843,262018,6,1
167868,2287,1843,262288,6,1
167963,2285,1841,262558,6,1
168107,2282,1838,262828,6,1
168298,2278,1835,263098,6,1
168393,2276,1834,263368,6,1
168441,2275,1833,263638,6,1
168584,2272,1830,263908,6,1
168537,2273,1831,264178,6,1
168823,2267,1826,264448,6,1
168919,2265,1825,264718,6,1
168967,2264,1824,264988,6,1
169158,2260,1821,265258,6,1
169206,2259,1820,265528,6,1
169350,2256,1818,265798,6,1
169446,2254,1816,266068,6,1
169589,2251,1813,266338,6,1
169637,2250,1813,266608,6,1
169877,2245,1809,266878,6,1
169877,2245,1809,267148,6,1
170021,2242,1806,267418,6,1
170213,2238,1803,267688,6,1
170357,2235,1801,267958,6,1
170501,2232,1798,268228,6,1
170597,2230,1797,268498,6,1
170645,2229,1796,268768,6,1
170789,2226,1793,269038,6,1
170981,2222,1790,269308,6,1
171077,2220,1789,269578,6,1
171029,2221,1789,269848,6,1
171029,2221,1789,270118,6,1
171270,2216,1785,270388,6,1
171462,2212,1782,270658,6,1
171414,2213,1783,270928,6,1
171655,2208,1779,271198,6,1
171800,2205,1776,271468,6,1
171896,2203,1775,271738,6,1
171993,2201,1773,272008,6,1
172234,2196,1769,272278,6,1
172379,2193,1767,272548,6,1
172427,2192,1766,272818,6,1
172524,2190,1764,273088,6,1
172765,2185,1760,273358,6,1
172862,2183,1759,273628,6,1
173007,2180,1756,273898,6,1
173249,2175,1752,274168,6,1
173152,2177,1754,274438,6,1
173297,2174,1751,274708,6,1
173443,2171,1749,274978,6,1
173443,2171,1749,275248,6,1
173491,2170,1748,275518,6,1
173782,2164,1743,275788,6,1
173588,2168,1747,276058,6,1
174025,2159,1739,276328,6,1
174073,2158,1739,276598,6,1
174219,2155,1736,276868,6,1
174316,2153,1735,277138,6,1
174462,2150,1732,277408,6,1
174608,2147,1730,277678,6,1
174754,2144,1727,277948,6,1
174802,2143,1726,278218,6,1
174900,2141,1725,278488,6,1
175094,2137,1722,278758,6,1
175143,2136,1721,279028,6,1
175436,2130,1716,279298,6,1
175484,2129,1715,279568,6,1
175533,2128,1714,279838,6,1
175631,2126,1713,280108,6,1
175875,2121,1709,280378,6,1
175924,2120,1708,280648,6,1
176071,2117,1706,280918,6,1
176168,2115,1704,281188,6,1
176168,2115,1704,281458,6,1
176511,2108,1698,281728,6,1
176413,2110,1700,281998,6,1
176658,2105,1696,282268,6,1
177050,2097,1689,282538,6,1
176854,2101,1693,282808,6,1
176952,2099,1691,283078,6,1
177050,2097,1689,283348,6,1
177198,2094,1687,283618,6,1
177443,2089,1683,283888,6,1
177443,2089,1683,284158,6,1
177591,2086,1681,284428,6,1
177689,2084,1679,284698,6,1
177886,2080,1676,284968,6,1
177935,2079,1675,285238,6,1
178083,2076,1672,285508,6,1
178182,2074,1671,285778,6,1
178428,2069,1667,286048,6,1
178527,2067,1665,286318,6,1
178626,2065,1664,286588,6,1
178725,2063,1662,286858,6,1
178824,2061,1660,287128,6,1
179022,2057,1657,287398,6,1
179121,2055,1656,287668,6,1
179220,2053,1654,287938,6,1
179269,2052,1653,288208,6,1
179467,2048,1650,288478,6,1
179666,2044,1647,288748,6,1
179815,2041,1644,289018,6,1
180013,2037,1641,289288,6,1
180013,2037,1641,289558,6,1
180312,2031,1636,289828,6,1
180262,2032,1637,290098,6,1
180411,2029,1635,290368,6,1
180611,2025,1631,290638,6,1
180660,2024,1631,290908,6,1
180960,2018,1626,291178,6,1
181010,2017,1625,291448,6,1
181160,2014,1623,291718,6,1
181210,2013,1622,291988,6,1
181210,2013,1622,292258,6,1
181460,2008,1618,292528,6,1
181660,2004,1614,292798,6,1
181760,2002,1613,293068,6,1
181910,1999,1610,293338,6,1
182111,1995,1607,293608,6,1
182262,1992,1605,293878,6,1
182211,1993,1606,294148,6,1
182262,1992,1605,294418,6,1
182513,1987,1601,294688,6,1
182714,1983,1598,294958,6,1
182765,1982,1597,295228,6,1
183067,1976,1592,295498,6,1
183117,1975,1591,295768,6,1
183269,1972,1589,296038,6,1
183319,1971,1588,296308,6,1
183572,1966,1584,296578,6,1
183673,1964,1582,296848,6,1
183876,1960,1579,297118,6,1
183926,1959,1578,297388,6,1
184028,1957,1577,297658,6,1
184434,1949,1570,297928,6,1
184281,1952,1573,298198,6,1
184383,1950,1571,298468,6,1
184637,1945,1567,298738,6,1
184739,1943,1565,299008,6,1
184637,1945,1567,299278,6,1
184942,1939,1562,299548,6,1
185146,1935,1559,299818,6,1
185350,1931,1556,300088,6,1
185452,1929,1554,300358,6,1
185554,1927,1552,300628,6,1
185657,1925,1551,300898,6,1
185810,1922,1548,301168,6,1
185912,1920,1547,301438,6,1
185810,1922,1548,301708,6,1
186220,1914,1542,301978,6,1
186425,1910,1539,302248,6,1
186477,1909,1538,302518,6,1
186631,1906,1535,302788,6,1
186734,1904,1534,303058,6,1
186888,1901,1531,303328,6,1
187094,1897,1528,303598,6,1
187197,1895,1527,303868,6,1
187197,1895,1527,304138,6,1
187404,1891,1523,304408,6,1
187662,1886,1519,304678,6,1
187714,1885,1519,304948,6,1
187869,1882,1516,305218,6,1
188024,1879,1514,305488,6,1
188232,1875,1510,305758,6,1
188387,1872,1508,306028,6,1
188491,1870,1506,306298,6,1
188595,1868,1505,306568,6,1
188699,1866,1503,306838,6,1
189116,1858,1497,307108,6,1
189116,1858,1497,307378,6,1
189168,1857,1496,307648,6,1
189429,1852,1492,307918,6,1
189743,1846,1487,308188,6,1
189691,1847,1488,308458,6,1
189796,1845,1486,308728,6,1
189953,1842,1484,308998,6,1
189901,1843,1485,309268,6,1
190005,1841,1483,309538,6,1
190215,1837,1480,309808,6,1
190531,1831,1475,310078,6,1
190636,1829,1473,310348,6,1
190689,1828,1473,310618,6,1
190847,1825,1470,310888,6,1
191058,1821,1467,311158,6,1
191111,1820,1466,311428,6,1
191269,1817,1464,311698,6,1
191428,1814,1461,311968,6,1
191534,1812,1460,312238,6,1
191693,1809,1457,312508,6,1
191852,1806,1455,312778,6,1
192224,1799,1449,313048,6,1
192277,1798,1448,313318,6,1
192330,1797,1448,313588,6,1
192650,1791,1443,313858,6,1
192703,1790,1442,314128,6,1
192864,1787,1440,314398,6,1
193024,1784,1437,314668,6,1
193077,1783,1436,314938,6,1
193292,1779,1433,315208,6,1
193399,1777,1432,315478,6,1
193399,1777,1432,315748,6,1
193506,1775,1430,316018,6,1
193775,1770,1426,316288,6,1
194044,1765,1422,316558,6,1
194259,1761,1419,316828,6,1
194367,1759,1417,317098,6,1
194421,1758,1416,317368,6,1
194529,1756,1415,317638,6,1
194745,1752,1411,317908,6,1
195016,1747,1407,318178,6,1
195016,1747,1407,318448,6,1
195287,1742,1403,318718,6,1
195450,1739,1401,318988,6,1
195450,1739,1401,319258,6,1
195668,1735,1398,319528,6,1
196050,1728,1392,319798,6,1
195995,1729,1393,320068,6,1
195777,1733,1396,320338,6,1
196269,1724,1389,320608,6,1
196269,1724,1389,320878,6,1
196542,1719,1385,321148,6,1
196433,1721,1386,321418,6,1
196871,1713,1380,321688,6,1
196981,1711,1378,321958,6,1
197091,1709,1377,322228,6,1
197146,1708,1376,322498,6,1
197422,1703,1372,322768,6,1
197422,1703,1372,323038,6,1
197532,1701,1370,323308,6,1
197753,1697,1367,323578,6,1
197919,1694,1365,323848,6,1
197809,1696,1366,324118,6,1
197753,1697,1367,324388,6,1
198196,1689,1361,324658,6,1
198474,1684,1357,324928,6,1
198474,1684,1357,325198,6,1
198808,1678,1352,325468,6,1
198864,1677,1351,325738,6,1
199422,1667,1343,326008,6,0
199031,1674,1349,326278,6,0
199366,1668,1344,326548,6,0
199310,1669,1344,326818,6,0
199534,1665,1341,327088,6,0
199590,1664,1340,327358,6,0
199759,1661,1338,327628,6,0
199927,1658,1336,327898,6,0
199983,1657,1335,328168,6,0
200152,1654,1332,328438,7,0
200434,1649,1328,328708,7,0
200377,1650,1329,328978,7,0
200603,1646,1326,329248,7,0
200660,1645,1325,329518,7,0
200943,1640,1321,329788,7,0
200886,1641,1322,330058,7,0
201056,1638,1320,330328,7,0
201113,1637,1319,330598,7,0
201169,1636,1318,330868,7,0
201340,1633,1315,331138,7,0
201453,1631,1314,331408,7,0
201510,1630,1313,331678,7,0
201624,1628,1311,331948,7,0
201567,1629,1312,332218,7,0
202023,1621,1306,332488,7,0
201966,1622,1307,332758,7,0
202080,1620,1305,333028,7,0
202138,1619,1304,333298,7,0
202424,1614,1300,333568,7,0
202424,1614,1300,333838,7,0
202424,1614,1300,334108,7,0
202539,1612,1299,334378,7,0
202596,1611,1298,334648,7,0
202653,1610,1297,334918,7,0
202826,1607,1295,335188,7,0
202768,1608,1295,335458,7,0
202883,1606,1294,335728,7,0
202883,1606,1294,335998,7,0
202998,1604,1292,336268,7,0
202998,1604,1292,336538,7,0
203113,1602,1290,336808,7,0
203229,1600,1289,337078,7,0
203286,1599,1288,337348,7,0
203402,1597,1286,337618,7,0
203286,1599,1288,337888,7,0
203460,1596,1286,338158,7,0
203286,1599,1288,338428,7,0
203691,1592,1282,338698,7,0
203633,1593,1283,338968,7,0
203865,1589,1280,339238,7,0
203749,1591,1282,339508,7,0
203923,1588,1279,339778,7,0
203865,1589,1280,340048,7,0
204039,1586,1278,340318,7,0
203807,1590,1281,340588,7,0
204039,1586,1278,340858,7,0
204097,1585,1277,341128,7,0
204213,1583,1275,341398,7,0
203981,1587,1278,341668,7,0
204039,1586,1278,341938,7,0
204271,1582,1274,342208,7,0
204271,1582,1274,342478,7,0
204446,1579,1272,342748,7,0
204097,1585,1277,343018,7,0
204388,1580,1273,343288,7,0
204271,1582,1274,343558,7,0
204271,1582,1274,343828,7,0
204388,1580,1273,344098,7,0
204330,1581,1274,344368,7,0
204563,1577,1270,344638,7,0
204271,1582,1274,344908,7,0
204388,1580,1273,345178,7,0
204330,1581,1274,345448,7,0
204271,1582,1274,345718,7,0
204330,1581,1274,345988,7,0
204446,1579,1272,346258,7,0
204563,1577,1270,346528,7,0
204446,1579,1272,346798,7,0
204446,1579,1272,347068,7,0
204388,1580,1273,347338,7,0
204388,1580,1273,347608,7,0
204446,1579,1272,347878,7,0
204563,1577,1270,348148,7,0
204563,1577,1270,348418,7,0
204388,1580,1273,348688,8,1
204388,1580,1273,348958,8,1
204271,1582,1274,349228,8,1
204563,1577,1270,349498,8,1
204039,1586,1278,349768,8,1
204330,1581,1274,350038,8,1
204213,1583,1275,350308,8,1
204213,1583,1275,350578,8,1
204213,1583,1275,350848,8,1
204271,1582,1274,351118,8,1
203981,1587,1278,351388,8,1
204097,1585,1277,351658,8,1
204039,1586,1278,351928,8,1
204155,1584,1276,352198,8,1
204213,1583,1275,352468,8,1
203807,1590,1281,352738,8,1
203981,1587,1278,353008,8,1
203923,1588,1279,353278,8,1
203923,1588,1279,353548,8,1
202367,1615,1301,353818,8,1
203865,1589,1280,354088,8,1
203807,1590,1281,354358,8,1
203691,1592,1282,354628,8,1
203865,1589,1280,354898,8,1
203633,1593,1283,355168,8,1
203865,1589,1280,355438,8,1
203575,1594,1284,355708,8,1
203517,1595,1285,355978,8,1
203633,1593,1283,356248,8,1
203633,1593,1283,356518,8,1
203633,1593,1283,356788,8,1
203575,1594,1284,357058,8,1
203517,1595,1285,357328,8,1
203807,1590,1281,357598,8,1
203691,1592,1282,357868,8,1
203517,1595,1285,358138,8,1
203517,1595,1285,358408,8,1
203517,1595,1285,358678,8,1
203402,1597,1286,358948,8,1
203402,1597,1286,359218,8,1
203344,1598,1287,359488,8,1
203229,1600,1289,359758,8,1
203402,1597,1286,360028,8,1
203402,1597,1286,360298,8,1
203344,1598,1287,360568,8,1
203517,1595,1285,360838,8,1
203286,1599,1288,361108,8,1
203056,1603,1291,361378,8,1
203113,1602,1290,361648,8,1
203171,1601,1290,361918,8,1
202941,1605,1293,362188,8,1
203517,1595,1285,362458,8,1
203402,1597,1286,362728,8,1
203286,1599,1288,362998,8,1
203229,1600,1289,363268,8,1
203402,1597,1286,363538,8,1
203286,1599,1288,363808,8,1
203633,1593,1283,364078,8,1
203402,1597,1286,364348,8,1
203402,1597,1286,364618,8,1
203113,1602,1290,364888,8,1
203056,1603,1291,365158,8,1
203575,1594,1284,365428,8,1
203460,1596,1286,365698,8,1
203171,1601,1290,365968,8,1
203286,1599,1288,366238,8,1
203575,1594,1284,366508,8,1
203633,1593,1283,366778,8,1
203517,1595,1285,367048,8,1
203402,1597,1286,367318,8,1
203807,1590,1281,367588,8,1
203517,1595,1285,367858,8,1
203691,1592,1282,368128,8,1
203633,1593,1283,368398,8,1
203749,1591,1282,368668,8,1
203865,1589,1280,368938,8,1
203517,1595,1285,369208,8,1
203865,1589,1280,369478,8,1
203807,1590,1281,369748,8,1
203923,1588,1279,370018,8,1
203807,1590,1281,370288,8,1
203923,1588,1279,370558,8,1
203865,1589,1280,370828,8,1
204039,1586,1278,371098,8,1
204039,1586,1278,371368,8,1
204039,1586,1278,371638,8,1
204155,1584,1276,371908,8,1
204039,1586,1278,372178,8,1
204271,1582,1274,372448,8,1
204271,1582,1274,372718,8,1
204504,1578,1271,372988,8,1
204271,1582,1274,373258,8,1
204213,1583,1275,373528,8,1
204446,1579,1272,373798,8,1
204446,1579,1272,374068,8,1
204504,1578,1271,374338,8,1
204504,1578,1271,374608,8,1
204621,1576,1270,374878,8,1
204679,1575,1269,375148,8,1
204738,1574,1268,375418,8,1
204796,1573,1267,375688,8,1
204796,1573,1267,375958,8,1
204388,1580,1273,376228,8,1
204854,1572,1266,376498,8,1
204796,1573,1267,376768,8,1
205030,1569,1264,377038,8,1
204971,1570,1265,377308,8,1
205089,1568,1263,377578,8,1
205089,1568,1263,377848,8,1
205264,1565,1261,378118,8,1
205206,1566,1261,378388,8,1
205206,1566,1261,378658,8,1
205382,1563,1259,378928,8,1
205440,1562,1258,379198,8,1
205323,1564,1260,379468,8,1
205617,1559,1256,379738,8,1
205970,1553,1251,380008,8,1
205499,1561,1257,380278,8,1
205499,1561,1257,380548,8,1
205617,1559,1256,380818,8,1
205617,1559,1256,381088,8,1
205852,1555,1253,381358,8,1
205852,1555,1253,381628,8,1
205911,1554,1252,381898,8,1
206029,1552,1250,382168,8,1
206088,1551,1249,382438,8,1
206147,1550,1249,382708,8,1
206088,1551,1249,382978,8,1
206384,1546,1245,383248,8,1
206325,1547,1246,383518,8,1
206266,1548,1247,383788,8,1
206502,1544,1244,384058,8,1
206562,1543,1243,384328,8,1
206502,1544,1244,384598,8,1
206859,1538,1239,384868,8,1
206859,1538,1239,385138,8,1
206680,1541,1241,385408,8,1
206918,1537,1238,385678,8,1
206799,1539,1240,385948,8,1
206859,1538,1239,386218,8,1
206918,1537,1238,386488,8,1
207156,1533,1235,386758,8,1
207097,1534,1236,387028,8,1
207156,1533,1235,387298,8,1
207275,1531,1233,387568,8,1
207335,1530,1232,387838,8,1
207514,1527,1230,388108,8,1
207514,1527,1230,388378,8,1
207694,1524,1228,388648,8,1
207694,1524,1228,388918,8,1
207814,1522,1226,389188,8,1
207814,1522,1226,389458,8,1
207874,1521,1225,389728,8,1
208054,1518,1223,389998,8,1
207933,1520,1224,390268,8,1
208054,1518,1223,390538,8,1
208294,1514,1220,390808,8,1
208294,1514,1220,391078,8,1
208294,1514,1220,391348,8,1
208414,1512,1218,391618,8,1
208475,1511,1217,391888,8,1
208595,1509,1216,392158,8,1
208595,1509,1216,392428,8,1
208777,1506,1213,392698,8,1
208837,1505,1212,392968,8,1
208777,1506,1213,393238,8,1
208837,1505,1212,393508,8,1
208897,1504,1212,393778,8,1
209079,1501,1209,394048,8,1
209019,1502,1210,394318,8,1
209565,1493,1203,394588,8,1
209261,1498,1207,394858,8,1
209383,1496,1205,395128,8,1
209748,1490,1200,395398,8,1
209687,1491,1201,395668,8,1
209748,1490,1200,395938,8,1
209748,1490,1200,396208,8,1
209870,1488,1199,396478,8,1
210053,1485,1196,396748,8,1
209992,1486,1197,397018,8,1
209809,1489,1199,397288,8,1
210236,1482,1194,397558,8,1
210175,1483,1195,397828,8,1
210420,1479,1191,398098,8,1
210298,1481,1193,398368,8,1
210482,1478,1191,398638,8,1
210543,1477,1190,398908,8,1
210543,1477,1190,399178,8,1
210727,1474,1187,399448,8,1
210973,1470,1184,399718,8,1
210973,1470,1184,399988,8,1
210727,1474,1187,400258,8,1
211158,1467,1182,400528,8,1
211097,1468,1183,400798,8,1
211035,1469,1183,401068,8,1
211344,1464,1179,401338,8,1
211344,1464,1179,401608,8,1
211653,1459,1175,401878,8,1
211529,1461,1177,402148,8,1
211715,1458,1174,402418,8,1
211778,1457,1174,402688,8,1
211902,1455,1172,402958,8,1
211778,1457,1174,403228,8,1
211902,1455,1172,403498,8,1
212151,1451,1169,403768,8,1
212026,1453,1170,404038,8,1
212338,1448,1166,404308,8,1
212400,1447,1166,404578,8,1
212338,1448,1166,404848,8,1
212525,1445,1164,405118,8,1
212525,1445,1164,405388,8,1
212838,1440,1160,405658,8,1
212775,1441,1161,405928,8,1
212838,1440,1160,406198,8,1
213026,1437,1158,406468,8,1
213026,1437,1158,406738,8,1
212963,1438,1158,407008,8,1
213340,1432,1153,407278,8,1
213340,1432,1153,407548,8,1
213467,1430,1152,407818,8,1
213467,1430,1152,408088,8,1
213656,1427,1149,408358,8,1
213719,1426,1149,408628,8,1
213782,1425,1148,408898,8,1
213845,1424,1147,409168,8,1
214035,1421,1145,409438,8,1
214162,1419,1143,409708,8,1
214226,1418,1142,409978,8,1
214226,1418,1142,410248,8,1
214416,1415,1140,410518,8,1
214544,1413,1138,410788,8,1
214544,1413,1138,411058,8,1
214735,1410,1136,411328,8,1
214735,1410,1136,411598,8,1
214926,1407,1133,411868,8,1
214990,1406,1133,412138,8,1
215246,1402,1129,412408,8,1
215246,1402,1129,412678,8,1
215311,1401,1129,412948,8,1
215439,1399,1127,413218,8,1
215439,1399,1127,413488,8,1
215567,1397,1125,413758,8,1
215567,1397,1125,414028,8,1
215889,1392,1121,414298,8,1
216018,1390,1120,414568,8,1
216277,1386,1116,414838,8,1
216018,1390,1120,415108,8,1
216277,1386,1116,415378,8,1
216342,1385,1116,415648,8,1
216407,1384,1115,415918,8,1
216601,1381,1112,416188,8,1
216601,1381,1112,416458,8,1
217057,1374,1107,416728,8,1
216731,1379,1111,416998,8,1
216992,1375,1108,417268,8,1
216992,1375,1108,417538,8,1
217187,1372,1105,417808,8,1
217318,1370,1104,418078,8,1
217383,1369,1103,418348,8,1
217449,1368,1102,418618,8,1
217645,1365,1100,418888,8,1
217580,1366,1100,419158,8,1
217777,1363,1098,419428,8,1
217908,1361,1096,419698,8,1
217777,1363,1098,419968,8,1
217974,1360,1095,420238,8,1
218105,1358,1094,420508,8,1
218171,1357,1093,420778,8,1
218435,1353,1090,421048,8,1
213593,1428,1150,421318,8,1
218634,1350,1087,421588,8,1
218568,1351,1088,421858,8,1
218766,1348,1086,422128,8,1
219699,1334,1075,422398,8,1
218899,1346,1084,422668,8,1
219165,1342,1081,422938,8,1
219165,1342,1081,423208,8,1
219565,1336,1076,423478,8,1
219432,1338,1078,423748,8,1
219432,1338,1078,424018,8,1
222343,1295,1043,424288,8,1
219699,1334,1075,424558,8,1
219833,1332,1073,424828,8,1
219833,1332,1073,425098,8,1
220034,1329,1070,425368,8,1
220168,1327,1069,425638,8,1
220370,1324,1066,425908,8,1
220505,1322,1065,426178,8,1
220236,1326,1068,426448,8,1
220708,1319,1062,426718,8,1
220505,1322,1065,426988,8,1
220843,1317,1061,427258,8,1
220708,1319,1062,427528,8,1
220910,1316,1060,427798,8,1
221046,1314,1058,428068,8,1
221182,1312,1057,428338,8,1
221182,1312,1057,428608,8,1
221386,1309,1054,428878,8,1
221318,1310,1055,429148,8,1
221522,1307,1053,429418,8,1
221658,1305,1051,429688,8,1
221795,1303,1050,429958,8,1
221726,1304,1050,430228,8,1
221931,1301,1048,430498,8,1
221863,1302,1049,430768,8,1
222343,1295,1043,431038,8,1
222206,1297,1045,431308,8,1
222137,1298,1046,431578,8,1
222480,1293,1041,431848,8,1
222618,1291,1040,432118,8,1
222618,1291,1040,432388,8,1
222687,1290,1039,432658,8,1
222756,1289,1038,432928,8,1
222963,1286,1036,433198,8,1
222963,1286,1036,433468,8,1
223032,1285,1035,433738,8,1
223171,1283,1033,434008,8,1
223379,1280,1031,434278,8,1
223518,1278,1029,434548,8,1
223448,1279,1030,434818,8,1
223726,1275,1027,435088,8,1
223726,1275,1027,435358,8,1
223796,1274,1026,435628,8,1
224006,1271,1024,435898,8,1
224006,1271,1024,436168,8,1
224285,1267,1021,436438,8,1
224215,1268,1021,436708,8,1
224285,1267,1021,436978,8,1
224285,1267,1021,437248,8,1
224355,1266,1020,437518,8,1
224636,1262,1016,437788,8,1
224707,1261,1016,438058,8,1
224777,1260,1015,438328,8,1
224989,1257,1012,438598,8,1
224918,1258,1013,438868,8,1
225059,1256,1012,439138,8,1
225130,1255,1011,439408,8,1
225130,1255,1011,439678,8,1
225342,1252,1008,439948,8,1
225413,1251,1008,440218,8,1
225839,1245,1003,440488,8,1
225697,1247,1004,440758,8,1
225910,1244,1002,441028,8,1
226053,1242,1000,441298,8,1
226053,1242,1000,441568,8,1
226267,1239,998,441838,8,1
226124,1241,1000,442108,8,1
226339,1238,997,442378,8,1
226267,1239,998,442648,8,1
226482,1236,996,442918,8,1
226482,1236,996,443188,8,1
226626,1234,994,443458,8,1
226841,1231,992,443728,8,1
227057,1228,989,443998,8,1
227418,1223,985,444268,8,1
227129,1227,988,444538,8,1
227418,1223,985,444808,8,1
227418,1223,985,445078,8,1
227491,1222,984,445348,8,1
227708,1219,982,445618,8,1
227708,1219,982,445888,8,1
227927,1216,979,446158,8,1
227999,1215,979,446428,8,1
228218,1212,976,446698,8,1
228145,1213,977,446968,8,1
228145,1213,977,447238,8,1
228437,1209,974,447508,8,1
228584,1207,972,447778,8,1
228657,1206,971,448048,8,1
228657,1206,971,448318,8,1
228877,1203,969,448588,8,1
229172,1199,966,448858,8,1
229024,1201,967,449128,8,1
229319,1197,964,449398,8,1
229245,1198,965,449668,8,1
229467,1195,963,449938,8,1
229393,1196,963,450208,8,1
229393,1196,963,450478,8,1
229763,1191,959,450748,8,1
229689,1192,960,451018,8,1
229986,1188,957,451288,8,1
230135,1186,955,451558,8,1
230135,1186,955,451828,8,1
230284,1184,954,452098,8,1
230434,1182,952,452368,8,1
230434,1182,952,452638,8,1
230508,1181,951,452908,8,1
230583,1180,950,453178,8,1
230583,1180,950,453448,8,1
230733,1178,949,453718,8,1
230883,1176,947,453988,8,1
230808,1177,948,454258,8,1
231109,1173,945,454528,8,1
231259,1171,943,454798,8,1
231335,1170,942,455068,8,1
231410,1169,942,455338,8,1
231561,1167,940,455608,8,1
231637,1166,939,455878,8,1
231637,1166,939,456148,8,1
231713,1165,938,456418,8,1
231940,1162,936,456688,8,1
232016,1161,935,456958,8,1
232168,1159,933,457228,8,1
232092,1160,934,457498,8,1
232397,1156,931,457768,8,1
232397,1156,931,458038,8,1
232856,1150,926,458308,8,1
232703,1152,928,458578,8,1
232856,1150,926,458848,8,1
232779,1151,927,459118,8,1
233087,1147,924,459388,8,1
232933,1149,925,459658,8,1
232933,1149,925,459928,8,1
233240,1145,922,460198,8,1
232703,1152,928,460468,8,1
233472,1142,920,460738,8,1
234559,1128,909,461008,8,1
233781,1138,917,461278,8,1
233781,1138,917,461548,8,1
233936,1136,915,461818,8,1
234014,1135,914,462088,8,1
234247,1132,912,462358,8,1
234170,1133,913,462628,8,1
234247,1132,912,462898,8,1
234481,1129,909,463168,8,1
234559,1128,909,463438,8,1
234716,1126,907,463708,8,1
234716,1126,907,463978,8,1
234951,1123,904,464248,8,1
234951,1123,904,464518,8,1
235187,1120,902,464788,8,1
235265,1119,901,465058,8,1
235344,1118,900,465328,8,1
235423,1117,900,465598,8,1
235502,1116,899,465868,8,1
235660,1114,897,466138,8,1
235898,1111,895,466408,8,1
235818,1112,896,466678,8,1
228218,1212,976,466948,8,1
236215,1107,892,467218,8,1
236295,1106,891,467488,8,1
236375,1105,890,467758,8,1
236614,1102,888,468028,8,1
236774,1100,886,468298,8,1
236614,1102,888,468568,8,1
236694,1101,887,468838,8,1
236774,1100,886,469108,8,1
237015,1097,884,469378,8,1
237015,1097,884,469648,8,1
237176,1095,882,469918,8,1
237337,1093,880,470188,8,1
